Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCJ05,OUT018,2544.252645
FDF59,OUT046,1975.712687
NCO05,OUT035,2877.771184
FDW24,OUT018,719.938551
NCX42,OUT018,1501.294608
NCA53,OUT035,371.9803672
FDI45,OUT019,814.2505507
FDG46,OUT046,2571.75656
FDM20,OUT010,1684.715395
FDW11,OUT010,932.0594727
FDX08,OUT035,3315.12723
NCK17,OUT035,814.2505507
FDK32,OUT018,850.0124538
NCA42,OUT035,2571.75656
DRI01,OUT035,3046.571565
NCL55,OUT049,3371.575985
DRE25,OUT018,3046.571565
FDD14,OUT017,119.042524
FDB10,OUT046,1297.761897
DRN11,OUT035,333.9140061
FDP38,OUT018,2315.860909
NCA30,OUT017,2759.294842
FDT15,OUT017,3072.901365
NCP55,OUT018,348.258051
FDF12,OUT035,3341.45703
FDM21,OUT018,1297.761897
FDX56,OUT035,2048.604206
FDF10,OUT017,2946.888438
FDT32,OUT045,1836.03736
FDM51,OUT018,1478.330201
NCR50,OUT018,3108.59378
FDI19,OUT049,2989.402073
FDX21,OUT017,2963.072273
FDR31,OUT035,1684.715395
FDY02,OUT013,2599.279698
NCA29,OUT045,1155.379869
NCX17,OUT046,2759.294842
FDM12,OUT045,2759.294842
FDI53,OUT027,710.1660338
NCU30,OUT049,3174.738425
FDC56,OUT027,2635.120976
FDK27,OUT018,317.8968471
NCK18,OUT017,2890.439683
FDB52,OUT019,2156.135249
DRG25,OUT027,2490.682537
FDZ13,OUT049,2415.459168
FDB57,OUT019,2366.193372
FDR40,OUT046,2035.935706
NCO14,OUT019,2544.252645
NCN19,OUT045,2544.252645
FDQ28,OUT019,3127.242506
FDO13,OUT018,3046.571565
FDK48,OUT013,2890.439683
FDU07,OUT018,359.6790508
FDW20,OUT046,529.9017037
FDV12,OUT010,3425.359439
FDH24,OUT013,341.3229591
FDV59,OUT049,719.938551
FDK57,OUT045,814.2505507
FDL16,OUT027,2544.252645
NCQ17,OUT046,719.938551
FDJ15,OUT018,919.3909732
FDX24,OUT049,1684.715395
FDT47,OUT046,2759.294842
FDT10,OUT049,711.7689661
FDZ37,OUT018,494.0604261
FDW43,OUT027,2156.135249
DRN36,OUT017,2963.072273
FDJ14,OUT045,2759.294842
FDA32,OUT013,3227.756696
FDJ38,OUT019,333.9140061
FDQ57,OUT017,932.0594727
NCQ41,OUT019,343.9726195
FDG56,OUT049,719.938551
DRC13,OUT027,2963.072273
FDV55,OUT035,2544.252645
FDQ49,OUT045,919.3909732
FDE29,OUT010,1674.234965
FDR03,OUT013,3696.881812
FDD45,OUT049,333.9140061
FDN38,OUT010,2963.072273
FDT56,OUT046,1450.583712
FDT48,OUT045,2890.439683
FDU03,OUT049,2994.945653
FDC56,OUT010,2048.604206
NCO43,OUT027,1975.712687
FDQ27,OUT017,1475.293553
FDR03,OUT046,2156.135249
DRH23,OUT010,2759.294842
FDG22,OUT045,672.7343073
NCJ42,OUT013,3046.571565
FDR24,OUT046,1297.761897
FDW60,OUT035,323.1493205
FDJ08,OUT013,2544.252645
DRL59,OUT018,323.1493205
FDG60,OUT010,719.938551
FDW27,OUT017,2156.135249
FDX14,OUT018,3127.242506
FDC20,OUT013,2156.135249
NCS29,OUT018,3341.45703
FDJ56,OUT046,3539.155732
FDB20,OUT019,2877.771184
FDL28,OUT027,2840.676741
FDW01,OUT018,2728.865815
FDL03,OUT046,592.0897512
FDX22,OUT049,911.3124427
FDJ21,OUT035,343.9726195
FDR31,OUT045,2946.888438
FDG21,OUT035,2571.75656
FDS22,OUT027,1813.501632
FDK08,OUT035,309.6508326
FDE17,OUT018,711.7689661
NCN30,OUT017,314.4421803
FDT50,OUT046,2963.072273
NCX42,OUT049,2048.604206
FDJ12,OUT035,1501.294608
NCA18,OUT027,2156.135249
FDP23,OUT019,592.3571117
FDX12,OUT013,2759.294842
FDN40,OUT018,343.9726195
FDV48,OUT035,312.0792519
NCY54,OUT013,1478.330201
FDL16,OUT010,719.938551
FDR45,OUT018,1297.761897
FDJ52,OUT046,3084.48702
DRG01,OUT017,710.1660338
FDP52,OUT013,3315.12723
FDU58,OUT017,2048.604206
FDL02,OUT045,2048.604206
FDG28,OUT013,1529.556531
FDA19,OUT035,2569.797327
FDW46,OUT027,2946.888438
NCD43,OUT049,672.7343073
DRG39,OUT013,2759.294842
NCF55,OUT049,1684.715395
FDJ07,OUT046,2156.135249
FDE08,OUT046,2989.402073
FDP56,OUT019,2976.733574
FDT45,OUT045,374.1895445
FDF17,OUT018,2789.413797
FDX44,OUT046,833.7690786
FDM28,OUT027,2386.91311
FDI36,OUT049,2544.252645
FDS07,OUT045,2048.604206
FDD36,OUT045,3033.903066
FDW11,OUT046,395.7741104
FDN40,OUT049,2890.439683
NCQ18,OUT049,2936.926501
NCQ54,OUT017,1155.379869
NCS42,OUT045,814.2505507
DRH39,OUT010,1975.712687
FDC09,OUT027,2064.473467
FDT08,OUT010,529.9017037
FDC08,OUT035,1826.170132
FDT20,OUT017,1102.138808
FDS35,OUT035,3046.571565
FDX58,OUT018,2994.945653
FDW58,OUT046,2048.604206
DRD27,OUT046,2894.584306
FDH32,OUT019,1117.47817
FDS26,OUT035,2890.439683
FDQ31,OUT046,3268.931405
FDP11,OUT018,814.2505507
FDD58,OUT017,1826.170132
FDM33,OUT045,1975.712687
FDZ16,OUT049,3275.311466
NCS29,OUT010,3659.803252
NCM18,OUT019,3955.703639
FDP11,OUT049,3872.636065
NCC42,OUT017,3248.981666
DRM23,OUT046,2635.120976
NCN55,OUT027,3131.527429
FDK46,OUT013,932.0594727
FDR01,OUT046,3046.571565
NCA05,OUT045,3103.02032
NCP43,OUT017,1735.941725
FDR12,OUT010,814.2505507
FDQ01,OUT013,866.2461594
FDM13,OUT046,106.3740245
FDQ19,OUT017,348.6735753
FDK56,OUT019,3103.02032
NCX06,OUT010,1836.03736
FDO56,OUT027,2048.604206
FDU45,OUT045,707.2700515
FDI16,OUT019,1478.330201
FDL32,OUT046,1501.294608
FDA07,OUT046,343.9726195
FDA14,OUT045,2864.12076
FDV46,OUT027,2759.294842
NCO07,OUT035,3084.48702
NCP41,OUT046,2936.926501
FDY60,OUT018,2963.072273
FDN38,OUT017,719.938551
FDO15,OUT046,2048.604206
FDT60,OUT013,2569.797327
FDA55,OUT035,2143.46675
FDE02,OUT010,2353.524872
DRJ39,OUT049,278.8464068
FDV34,OUT035,1684.715395
FDS20,OUT027,2978.841527
FDF02,OUT027,1488.626108
FDW40,OUT017,1276.608328
NCB43,OUT046,624.0749205
FDR58,OUT017,1276.608328
DRJ59,OUT035,2048.604206
NCD30,OUT017,2963.072273
FDE14,OUT017,577.7122321
FDC28,OUT018,2989.402073
FDU16,OUT018,2048.604206
NCD19,OUT035,2963.072273
FDU21,OUT046,3137.451888
FDV59,OUT027,2789.413797
FDU03,OUT045,2048.604206
FDC33,OUT010,1943.568404
NCR42,OUT035,3227.756696
DRH59,OUT035,3043.309638
NCM31,OUT035,359.6790508
FDS50,OUT035,1276.608328
FDP39,OUT046,3046.571565
FDQ55,OUT013,3046.571565
FDV36,OUT019,1769.327493
FDI05,OUT027,1975.712687
FDS45,OUT027,2759.294842
FDA39,OUT045,1684.715395
FDC37,OUT010,850.0124538
FDJ60,OUT027,3006.852529
DRQ35,OUT046,3102.971774
NCJ06,OUT046,312.0792519
NCY42,OUT018,2048.604206
DRM37,OUT049,3016.979838
FDR14,OUT045,895.5847315
FDE51,OUT049,217.8888581
FDT33,OUT017,3046.571565
FDR08,OUT013,2992.072065
FDE36,OUT010,2571.75656
FDL22,OUT019,3102.971774
FDR44,OUT013,3958.947757
FDI56,OUT019,1117.47817
FDE47,OUT010,2531.584146
FDV27,OUT010,2877.332688
FDV10,OUT049,3407.675745
FDC40,OUT045,323.1493205
NCX41,OUT013,2569.797327
NCQ38,OUT027,932.0594727
FDV12,OUT027,1139.24317
FDE52,OUT017,3046.571565
FDG20,OUT027,2544.252645
FDV16,OUT027,1975.712687
FDI32,OUT017,2048.604206
FDJ32,OUT049,3046.571565
FDN39,OUT018,2894.584306
FDY34,OUT017,2531.584146
FDC14,OUT035,3108.59378
FDA55,OUT017,383.1056109
FDZ50,OUT010,1070.952939
DRG13,OUT049,333.9140061
FDP01,OUT013,2759.294842
NCG54,OUT017,1501.294608
FDM13,OUT045,3275.311466
NCO18,OUT027,2544.252645
NCW41,OUT013,719.938551
FDM52,OUT027,3138.813052
NCF55,OUT035,1297.761897
FDT09,OUT046,2862.7689
NCM19,OUT035,1501.294608
FDW12,OUT018,932.0594727
FDP15,OUT019,2571.75656
FDK36,OUT045,2890.439683
FDZ25,OUT035,719.938551
NCW06,OUT049,2963.072273
FDW60,OUT046,1361.136609
DRC49,OUT013,2156.135249
NCT17,OUT035,3127.242506
NCN06,OUT018,2963.072273
FDC45,OUT013,3007.415477
DRJ47,OUT019,559.8348402
NCF06,OUT045,711.7689661
FDE21,OUT010,1450.583712
DRG27,OUT013,1769.327493
FDW40,OUT049,312.0792519
NCO53,OUT046,577.4058079
FDE23,OUT049,2048.604206
FDQ16,OUT046,592.0897512
FDS26,OUT045,719.938551
FDZ13,OUT010,3084.48702
FDS14,OUT049,2048.604206
FDC10,OUT045,217.8888581
FDY16,OUT049,1142.711369
FDJ20,OUT035,2881.198742
FDV43,OUT035,2544.252645
FDZ32,OUT027,3072.901365
FDR23,OUT046,3407.238303
FDN24,OUT035,1826.170132
FDE34,OUT027,2916.769483
FDU31,OUT013,1117.47817
FDW33,OUT018,1684.715395
FDU26,OUT046,2861.649715
FDE20,OUT027,2759.294842
NCW05,OUT035,1450.583712
FDB22,OUT018,711.7689661
FDO56,OUT046,559.8348402
FDA19,OUT027,2759.294842
DRI39,OUT045,2048.604206
FDH52,OUT018,2890.439683
FDZ50,OUT035,395.7741104
NCN42,OUT035,3090.351821
FDB53,OUT013,719.938551
DRG11,OUT017,1769.327493
DRK11,OUT027,1684.715395
FDQ60,OUT017,711.7689661
FDT36,OUT017,2816.049541
DRG25,OUT018,2759.294842
DRJ23,OUT046,719.938551
FDG05,OUT035,719.938551
NCK06,OUT018,2756.632764
FDU52,OUT017,2589.134393
FDW07,OUT018,2963.072273
NCM17,OUT045,1276.608328
FDA22,OUT045,1737.355193
NCA41,OUT018,3241.320087
FDF38,OUT035,119.042524
FDH52,OUT046,2415.459168
FDY58,OUT019,2890.439683
FDZ16,OUT045,1361.136609
NCM18,OUT017,3072.901365
FDA22,OUT018,1975.712687
NCJ43,OUT035,1826.170132
FDI34,OUT027,362.7121211
FDG56,OUT046,1975.712687
FDS34,OUT046,1279.401169
DRC01,OUT035,701.694965
FDQ04,OUT035,1297.761897
FDK04,OUT035,2544.252645
FDT51,OUT049,2544.252645
FDV26,OUT017,1501.294608
FDS04,OUT049,1450.583712
FDW43,OUT018,1684.715395
FDQ28,OUT010,2544.252645
NCK06,OUT017,3227.756696
FDS23,OUT018,1276.608328
FDZ36,OUT019,1338.260036
FDE56,OUT018,2048.604206
FDW10,OUT027,3021.275452
NCN14,OUT045,1117.47817
NCQ18,OUT045,529.9017037
FDW08,OUT017,2950.403774
FDU43,OUT035,624.0749205
FDR33,OUT010,2946.888438
FDM24,OUT010,2892.928849
NCZ05,OUT046,3084.48702
NCV41,OUT035,2759.294842
FDV11,OUT018,711.7689661
NCY05,OUT035,1975.712687
FDV44,OUT018,176.4930245
FDW32,OUT049,2544.252645
NCU18,OUT027,711.7689661
NCC43,OUT035,2064.473467
FDW19,OUT013,361.521045
FDN31,OUT035,1684.715395
FDI48,OUT045,2599.279698
FDS24,OUT017,2048.604206
FDF46,OUT049,710.1660338
DRG23,OUT017,1684.715395
FDG14,OUT018,2759.294842
NCY30,OUT049,2490.682537
FDO28,OUT018,2994.945653
DRD24,OUT035,2728.865815
FDI33,OUT049,654.8004508
FDN32,OUT046,3072.901365
FDR16,OUT045,1684.715395
FDF26,OUT046,2759.294842
NCN29,OUT018,2048.604206
FDE20,OUT045,3290.217615
FDA46,OUT046,2529.773092
FDU28,OUT045,2147.893321
FDQ48,OUT045,1338.260036
FDV36,OUT013,3103.02032
FDR14,OUT018,2890.439683
FDP23,OUT017,2048.604206
FDP56,OUT013,2963.072273
FDK48,OUT010,801.5820512
FDR48,OUT046,3103.02032
NCY29,OUT049,2156.135249
FDM22,OUT018,2963.072273
DRJ01,OUT013,333.9140061
FDZ43,OUT045,1279.401169
FDV03,OUT035,2759.294842
FDX11,OUT027,714.3634645
NCA41,OUT027,710.1660338
FDE38,OUT017,333.9140061
FDI27,OUT018,1501.294608
FDN32,OUT013,2759.294842
NCN43,OUT017,2895.926376
FDB47,OUT027,2728.865815
FDV03,OUT017,932.0594727
NCN30,OUT045,1684.715395
NCV54,OUT010,343.9726195
FDV07,OUT013,3108.59378
FDP07,OUT049,2544.252645
FDK48,OUT018,2048.604206
FDM15,OUT019,477.2070276
FDY19,OUT027,711.7689661
FDK46,OUT046,1361.136609
FDY11,OUT045,814.2505507
FDH09,OUT046,486.8577186
FDO08,OUT027,814.2505507
FDU14,OUT013,3084.48702
FDD22,OUT027,1338.260036
FDM27,OUT017,719.938551
FDL02,OUT027,719.938551
NCA17,OUT035,2571.75656
FDE38,OUT019,1769.327493
NCG07,OUT049,2544.252645
DRC27,OUT013,2531.584146
FDA27,OUT035,1478.330201
FDW40,OUT045,2048.604206
DRI11,OUT013,2840.676741
FDN50,OUT046,2048.604206
FDR12,OUT046,577.7122321
FDT34,OUT027,2963.072273
FDW11,OUT035,3200.971964
NCO30,OUT027,1826.170132
FDZ34,OUT017,711.7689661
FDU45,OUT017,1619.784938
NCD42,OUT035,484.2883504
FDX25,OUT045,3103.02032
NCR29,OUT046,3131.527429
FDX43,OUT019,1075.868458
FDB04,OUT010,711.7689661
FDR49,OUT027,1093.969223
FDS39,OUT018,2894.584306
FDW58,OUT045,2544.252645
FDG22,OUT019,1684.715395
FDG31,OUT017,932.0594727
NCV53,OUT027,2531.584146
DRJ37,OUT035,278.5452657
FDV07,OUT035,3371.575985
FDW52,OUT018,529.9017037
FDT15,OUT045,2963.072273
FDD02,OUT018,2877.771184
FDM16,OUT035,2048.604206
NCE55,OUT046,814.2505507
FDB57,OUT018,323.1493205
FDQ04,OUT013,1501.294608
FDQ47,OUT019,1155.379869
FDY14,OUT019,1561.935674
DRK37,OUT017,2544.252645
FDO25,OUT017,1684.715395
FDL57,OUT046,1075.868458
NCK29,OUT018,1501.294608
FDK46,OUT027,2759.294842
NCB43,OUT010,3138.813052
DRE01,OUT027,2963.072273
FDC46,OUT018,1836.03736
FDQ23,OUT045,3656.298613
FDX38,OUT049,592.3571117
FDG60,OUT018,719.938551
FDW55,OUT017,3248.981666
FDP39,OUT013,2435.486157
FDB20,OUT018,1684.715395
FDV21,OUT017,362.7121211
FDZ02,OUT013,592.3571117
FDP19,OUT027,2759.294842
FDA38,OUT035,3892.947225
FDH22,OUT045,2759.294842
DRM11,OUT045,1093.969223
FDO12,OUT027,1826.170132
FDT14,OUT049,2544.252645
FDW34,OUT010,1478.330201
FDG04,OUT027,312.0792519
FDW59,OUT018,2599.279698
FDR33,OUT018,2890.439683
FDP32,OUT013,1338.260036
FDL13,OUT027,333.9140061
FDD22,OUT013,252.4418872
FDV40,OUT027,2156.135249
NCD55,OUT046,2890.439683
FDQ20,OUT010,1963.044187
FDD28,OUT045,2963.072273
FDC39,OUT045,2963.072273
NCR17,OUT049,932.0594727
DRO35,OUT018,3315.12723
FDF40,OUT049,2531.584146
FDR31,OUT018,3297.768842
NCQ41,OUT017,2048.604206
FDP38,OUT046,1501.294608
NCU54,OUT027,2759.294842
FDG22,OUT018,1297.761897
DRK59,OUT013,592.0897512
FDC37,OUT046,2759.294842
NCO42,OUT013,2950.403774
NCT42,OUT017,2963.072273
FDX27,OUT035,2894.584306
FDV40,OUT018,3046.571565
FDT45,OUT027,3030.340014
FDS47,OUT019,2544.252645
FDR45,OUT035,2916.769483
FDB03,OUT045,2890.439683
FDO49,OUT035,1501.294608
FDU60,OUT027,1297.761897
FDB26,OUT018,2048.604206
FDB46,OUT017,1297.761897
FDQ37,OUT019,2608.212243
FDN03,OUT017,3108.59378
NCX30,OUT045,374.1895445
FDK32,OUT019,814.2505507
DRM47,OUT013,1117.47817
NCO02,OUT046,1093.969223
FDP04,OUT013,3046.571565
NCO43,OUT049,814.2505507
FDD59,OUT013,814.2505507
FDQ10,OUT017,719.938551
FDW45,OUT035,2946.888438
NCK30,OUT049,2759.294842
FDU31,OUT018,1297.761897
NCQ17,OUT019,1975.712687
FDN01,OUT017,912.4534972
FDZ19,OUT049,312.0792519
DRG37,OUT017,3021.275452
FDE32,OUT045,2789.413797
FDO34,OUT049,374.1895445
FDM04,OUT019,1975.712687
FDZ25,OUT049,2946.888438
FDU08,OUT049,719.938551
NCW30,OUT045,2728.865815
NCM18,OUT013,2963.072273
FDS22,OUT035,2048.604206
NCH18,OUT017,1561.935674
FDC23,OUT013,719.938551
FDY46,OUT013,2537.098861
NCU06,OUT046,1549.842622
FDX57,OUT045,2048.604206
FDX36,OUT027,3019.521029
FDL16,OUT045,719.938551
FDT16,OUT010,2894.584306
FDN16,OUT018,1975.712687
FDC03,OUT046,606.141064
DRF60,OUT013,801.5820512
FDS27,OUT027,1561.935674
FDP33,OUT010,1361.136609
FDJ36,OUT018,2741.425459
NCR42,OUT013,333.9140061
FDV14,OUT017,624.0749205
NCP42,OUT035,3046.571565
FDB50,OUT027,2048.604206
NCC30,OUT027,1361.136609
FDA23,OUT018,2890.439683
FDW16,OUT017,2894.584306
FDQ52,OUT010,1684.715395
FDB58,OUT049,1297.761897
NCP29,OUT049,2048.604206
NCM05,OUT045,3103.02032
FDO25,OUT013,333.9140061
NCM54,OUT046,2531.584146
NCL54,OUT046,719.938551
FDL39,OUT010,2366.193372
FDF53,OUT018,2989.402073
NCQ42,OUT035,2353.524872
FDF58,OUT013,1441.961128
FDZ04,OUT035,592.0897512
FDE26,OUT019,710.1660338
FDS60,OUT017,711.7689661
FDV58,OUT017,1054.714889
FDM04,OUT045,719.938551
FDE08,OUT035,1826.170132
NCB43,OUT049,2531.584146
FDU11,OUT010,1769.327493
FDF22,OUT019,2048.604206
FDE24,OUT013,3072.901365
DRJ49,OUT046,1561.935674
NCQ53,OUT035,1102.138808
NCL41,OUT013,2970.759261
FDR22,OUT013,2963.072273
FDH04,OUT035,814.2505507
DRH15,OUT045,2048.604206
FDY40,OUT049,3046.571565
NCI17,OUT035,1297.761897
NCC18,OUT013,323.1493205
FDY28,OUT027,312.0792519
FDB45,OUT027,2544.252645
NCL30,OUT018,3108.59378
FDM10,OUT017,3046.571565
FDH22,OUT027,3103.02032
NCZ53,OUT017,1406.384551
NCI18,OUT013,2759.294842
FDH14,OUT027,2959.274918
FDR36,OUT027,1501.294608
FDW01,OUT045,3174.738425
FDK02,OUT027,2789.413797
FDJ02,OUT018,217.8888581
FDU55,OUT013,343.9726195
NCV18,OUT027,3227.756696
FDH14,OUT018,577.4058079
FDZ37,OUT045,1129.414714
FDX49,OUT049,1276.608328
NCD43,OUT046,814.2505507
FDZ07,OUT013,3305.430421
FDK43,OUT035,822.9795689
FDR32,OUT018,2544.252645
FDT39,OUT013,3131.527429
NCV54,OUT017,2544.252645
FDF38,OUT018,484.2883504
FDV60,OUT046,278.8464068
FDH44,OUT027,1684.715395
FDS21,OUT046,1684.715395
NCL41,OUT045,119.042524
FDM46,OUT017,932.0594727
FDU27,OUT045,1826.170132
NCJ54,OUT017,3046.571565
DRG51,OUT018,3046.571565
NCA29,OUT019,374.1895445
FDR47,OUT045,1501.294608
NCL19,OUT027,1975.712687
DRG01,OUT049,2555.875463
FDG10,OUT046,2789.413797
NCV05,OUT049,624.0749205
NCH18,OUT019,2048.604206
FDV14,OUT018,1684.715395
DRJ23,OUT035,2728.865815
DRJ11,OUT046,719.938551
FDZ03,OUT017,2544.252645
FDI27,OUT010,2759.294842
FDJ14,OUT018,3227.756696
FDU32,OUT017,1561.935674
FDD47,OUT027,3072.901365
DRF36,OUT035,2156.135249
FDM21,OUT046,1139.24317
FDV10,OUT018,1501.294608
FDH60,OUT018,2890.439683
FDX47,OUT010,2571.75656
FDT19,OUT019,1975.712687
FDO11,OUT045,2048.604206
FDH24,OUT027,1684.715395
FDL02,OUT018,3315.12723
FDB02,OUT049,932.0594727
FDA43,OUT046,711.7689661
FDG52,OUT045,2759.294842
DRC12,OUT013,2759.294842
FDY37,OUT018,3483.363186
NCU18,OUT045,2366.193372
FDU09,OUT035,2048.604206
DRJ25,OUT027,1684.715395
DRE12,OUT018,2989.402073
DRL47,OUT017,2892.928849
DRK01,OUT046,2994.945653
FDC22,OUT019,3371.575985
FDG44,OUT013,3046.571565
FDW04,OUT035,2571.75656
FDK09,OUT049,2156.135249
NCN43,OUT035,374.1895445
FDG04,OUT049,1501.294608
FDH32,OUT010,2756.632764
DRI47,OUT017,1684.715395
DRE15,OUT013,2421.218156
FDY11,OUT035,719.938551
FDO60,OUT049,3072.901365
FDQ20,OUT018,2048.604206
FDO57,OUT027,2544.252645
FDT14,OUT019,719.938551
FDA57,OUT049,217.8888581
DRN35,OUT017,1684.069933
FDJ03,OUT046,2571.75656
FDX28,OUT017,1501.294608
DRE25,OUT045,932.0594727
FDR09,OUT046,2544.252645
FDB23,OUT035,2759.294842
FDO08,OUT045,564.7373084
FDQ23,OUT049,3227.756696
FDW04,OUT013,119.042524
DRK13,OUT010,2890.439683
NCL17,OUT027,1975.712687
FDY21,OUT035,1975.712687
FDJ38,OUT027,119.042524
FDA37,OUT019,176.4930245
FDV43,OUT013,1684.715395
FDL36,OUT046,2048.604206
FDD53,OUT045,719.938551
FDZ19,OUT010,3248.981666
FDV21,OUT045,932.0594727
NCL54,OUT018,1501.294608
DRI47,OUT027,1450.583712
DRG03,OUT049,2651.845242
FDG21,OUT013,2963.072273
FDW03,OUT018,1044.873008
NCI55,OUT046,1450.583712
DRC36,OUT019,3046.571565
FDH22,OUT017,2048.604206
FDV20,OUT045,1684.715395
NCU41,OUT027,1117.47817
FDN46,OUT027,3204.740411
FDK50,OUT045,3084.48702
NCA05,OUT027,3046.571565
DRH01,OUT018,3051.394408
FDT08,OUT018,2048.604206
FDM08,OUT018,3144.949048
FDZ07,OUT035,374.1895445
FDS22,OUT017,2310.472342
FDV35,OUT027,1448.870616
FDI28,OUT010,1684.069933
FDW58,OUT027,1501.294608
FDT52,OUT045,494.0604261
FDY34,OUT046,2156.135249
FDR10,OUT046,3268.931405
FDK57,OUT017,2759.294842
FDR02,OUT027,511.1970829
FDX49,OUT046,3248.981666
FDQ20,OUT046,1279.401169
DRK23,OUT045,3127.242506
NCW06,OUT046,2571.75656
FDR31,OUT017,1684.715395
NCE43,OUT013,341.3229591
DRO59,OUT027,1093.969223
FDN09,OUT049,1139.24317
FDR11,OUT046,2156.135249
FDO57,OUT013,314.6234612
NCX18,OUT017,2894.584306
FDB05,OUT018,2759.294842
FDQ08,OUT018,1297.761897
NCG43,OUT035,2048.604206
FDJ56,OUT013,2890.439683
FDA13,OUT010,2544.252645
FDO56,OUT017,1836.03736
FDB37,OUT018,3072.901365
FDZ02,OUT018,3019.521029
FDQ24,OUT046,2890.439683
FDM16,OUT013,2531.584146
FDU35,OUT049,2175.464445
FDT35,OUT035,1361.136609
NCX30,OUT049,3193.602555
FDG04,OUT017,2048.604206
FDI12,OUT035,3046.571565
FDE35,OUT035,3072.901365
NCP14,OUT027,2759.294842
NCY53,OUT045,3248.981666
FDP49,OUT017,1684.715395
FDQ04,OUT017,592.0897512
FDM39,OUT035,2759.294842
FDO58,OUT019,592.0897512
FDC56,OUT017,2048.604206
NCQ54,OUT046,1361.136609
FDV10,OUT027,323.1493205
NCK17,OUT046,2098.119028
NCF55,OUT027,3142.160013
FDV33,OUT013,2890.439683
NCH29,OUT019,579.4212517
FDA37,OUT027,624.0749205
FDH46,OUT018,2156.135249
FDS25,OUT035,2156.135249
FDH04,OUT027,2840.676741
FDX52,OUT046,1102.138808
NCD42,OUT017,1450.583712
FDW47,OUT017,321.2455066
FDL25,OUT027,395.7741104
NCJ06,OUT010,2963.072273
FDY09,OUT013,2048.604206
FDS40,OUT046,1117.47817
FDH41,OUT017,317.8968471
FDG38,OUT035,1093.969223
FDU03,OUT027,3051.394408
FDV20,OUT046,2890.439683
DRB13,OUT045,1129.414714
NCQ30,OUT013,932.0594727
NCH06,OUT013,3072.901365
FDU50,OUT018,1501.294608
NCO42,OUT019,3019.521029
FDW09,OUT018,2569.797327
FDH04,OUT013,2916.769483
FDC21,OUT045,911.3124427
FDL21,OUT049,719.938551
FDM46,OUT010,2946.888438
FDT22,OUT019,3051.394408
FDB28,OUT035,1117.47817
FDI12,OUT018,3248.981666
FDA28,OUT045,2569.797327
FDF59,OUT013,2608.212243
FDM45,OUT027,983.9154592
FDQ56,OUT017,2544.252645
FDR46,OUT049,710.1660338
FDT01,OUT013,2544.252645
FDD16,OUT027,3072.901365
NCU30,OUT010,2963.072273
FDM40,OUT010,2916.769483
FDI56,OUT035,2728.865815
NCS30,OUT013,1093.969223
FDU08,OUT017,719.938551
FDX51,OUT027,2156.135249
FDA43,OUT045,2759.294842
FDX59,OUT010,2969.05578
FDC37,OUT018,3137.477507
FDP58,OUT013,1975.712687
NCY42,OUT035,814.2505507
FDF21,OUT018,2544.252645
FDU10,OUT027,494.0604261
DRL47,OUT018,2989.402073
FDA58,OUT018,2935.746021
FDJ22,OUT049,1450.583712
FDK50,OUT046,2544.252645
FDO38,OUT035,2759.294842
DRF60,OUT035,2546.781042
NCZ42,OUT019,2759.294842
FDD35,OUT049,3248.981666
FDL25,OUT045,1826.170132
FDJ16,OUT013,3046.571565
DRK59,OUT049,1975.712687
FDI50,OUT046,2963.072273
NCB19,OUT045,1501.294608
DRI37,OUT035,1684.715395
FDA14,OUT027,1361.136609
FDC08,OUT018,1450.583712
FDS45,OUT046,1684.715395
FDI21,OUT049,2035.935706
DRJ47,OUT035,1478.330201
DRE37,OUT027,2890.439683
FDT55,OUT018,2989.402073
NCG42,OUT027,2156.135249
FDA31,OUT049,1102.138808
NCW42,OUT046,1684.715395
FDF50,OUT017,2571.75656
FDK56,OUT049,2156.135249
FDX10,OUT035,2898.520854
NCK07,OUT027,3046.571565
FDZ49,OUT017,710.1660338
FDR33,OUT013,3084.48702
FDO44,OUT018,711.7689661
FDA20,OUT046,2759.294842
NCL30,OUT045,2048.604206
FDI05,OUT019,719.938551
FDQ12,OUT018,3046.571565
FDH47,OUT017,2992.072065
FDH34,OUT018,3016.979838
FDF29,OUT046,2890.439683
FDG40,OUT018,3072.901365
NCE18,OUT017,2892.928849
FDP21,OUT010,699.1004666
FDY50,OUT013,2544.252645
FDB36,OUT049,2890.439683
NCZ29,OUT049,110.8729392
FDU20,OUT018,2963.072273
FDO56,OUT013,348.6735753
FDW31,OUT049,1975.712687
DRH59,OUT013,2544.252645
NCB30,OUT017,494.0604261
FDK43,OUT027,1943.568404
FDW43,OUT045,2544.252645
NCL19,OUT017,1501.294608
FDJ27,OUT046,2630.38317
FDC45,OUT046,1079.122523
FDY40,OUT035,323.1493205
NCM41,OUT035,2544.252645
NCK18,OUT019,1684.715395
FDP37,OUT049,2678.709949
FDA27,OUT027,176.4930245
NCX30,OUT035,2840.676741
FDR09,OUT017,1943.568404
FDG08,OUT027,2883.31497
NCU30,OUT013,489.8755271
FDB16,OUT017,1437.915212
FDM16,OUT017,895.5847315
FDC48,OUT013,1975.712687
NCF18,OUT046,2156.135249
FDU46,OUT018,362.7121211
FDH41,OUT018,2728.865815
NCN42,OUT010,1684.715395
FDU49,OUT046,3084.48702
FDB20,OUT027,4048.049945
FDG50,OUT019,592.0897512
FDW20,OUT045,932.0594727
NCO55,OUT049,2156.135249
